Date,Source,Site ID,POC,Daily Max 1-hour NO2 Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,AQS Parameter Code,AQS Parameter Description,Method Code,CBSA Code,CBSA Name,State FIPS Code,State,County FIPS Code,County,Site Latitude,Site Longitude
01/25/2024,AQS,150030010,1,19.8,ppb,18,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/26/2024,AQS,150030010,1,17,ppb,16,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/27/2024,AQS,150030010,1,2.6,ppb,2,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/28/2024,AQS,150030010,1,3.5,ppb,3,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/29/2024,AQS,150030010,1,5.7,ppb,5,Kapolei,22,92,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/30/2024,AQS,150030010,1,30.8,ppb,28,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/31/2024,AQS,150030010,1,21.6,ppb,20,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/01/2024,AQS,150030010,1,19.1,ppb,18,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/02/2024,AQS,150030010,1,2.6,ppb,2,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/03/2024,AQS,150030010,1,2.3,ppb,2,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/04/2024,AQS,150030010,1,2.6,ppb,2,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/05/2024,AQS,150030010,1,8.7,ppb,8,Kapolei,22,92,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/06/2024,AQS,150030010,1,6,ppb,6,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/07/2024,AQS,150030010,1,7,ppb,7,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/08/2024,AQS,150030010,1,11.6,ppb,10,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/09/2024,AQS,150030010,1,12.9,ppb,11,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/10/2024,AQS,150030010,1,8.6,ppb,8,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/11/2024,AQS,150030010,1,10.5,ppb,9,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/12/2024,AQS,150030010,1,15.9,ppb,14,Kapolei,22,92,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/13/2024,AQS,150030010,1,13.7,ppb,12,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/14/2024,AQS,150030010,1,19.6,ppb,18,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/15/2024,AQS,150030010,1,15,ppb,14,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/16/2024,AQS,150030010,1,4.6,ppb,4,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/17/2024,AQS,150030010,1,4.6,ppb,4,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/18/2024,AQS,150030010,1,2.4,ppb,2,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/19/2024,AQS,150030010,1,4.1,ppb,4,Kapolei,22,92,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/20/2024,AQS,150030010,1,7.6,ppb,7,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/21/2024,AQS,150030010,1,13.4,ppb,12,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/22/2024,AQS,150030010,1,8.2,ppb,8,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/23/2024,AQS,150030010,1,8.3,ppb,8,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/24/2024,AQS,150030010,1,6.4,ppb,6,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/25/2024,AQS,150030010,1,2.8,ppb,2,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/26/2024,AQS,150030010,1,6.3,ppb,6,Kapolei,20,83,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/27/2024,AQS,150030010,1,3.6,ppb,3,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/28/2024,AQS,150030010,1,5.8,ppb,5,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/29/2024,AQS,150030010,1,7,ppb,7,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
03/01/2024,AQS,150030010,1,5.1,ppb,5,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
03/02/2024,AQS,150030010,1,3.7,ppb,3,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
03/03/2024,AQS,150030010,1,2,ppb,2,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
03/04/2024,AQS,150030010,1,4.7,ppb,4,Kapolei,22,92,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
03/05/2024,AQS,150030010,1,4.9,ppb,4,Kapolei,23,96,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
03/06/2024,AQS,150030010,1,6.2,ppb,6,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
03/07/2024,AQS,150030010,1,6.3,ppb,6,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
03/08/2024,AQS,150030010,1,4.1,ppb,4,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
03/09/2024,AQS,150030010,1,3.7,ppb,3,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
03/10/2024,AQS,150030010,1,3.8,ppb,3,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
03/11/2024,AQS,150030010,1,7.6,ppb,7,Kapolei,22,92,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
03/12/2024,AQS,150030010,1,6.3,ppb,6,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
03/13/2024,AQS,150030010,1,21.8,ppb,20,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
03/14/2024,AQS,150030010,1,5.3,ppb,5,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
03/15/2024,AQS,150030010,1,6.1,ppb,6,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
03/16/2024,AQS,150030010,1,5.7,ppb,5,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
03/17/2024,AQS,150030010,1,2.5,ppb,2,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
03/18/2024,AQS,150030010,1,7.5,ppb,7,Kapolei,22,92,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
03/19/2024,AQS,150030010,1,9.1,ppb,8,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
03/20/2024,AQS,150030010,1,8,ppb,8,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
03/21/2024,AQS,150030010,1,8.8,ppb,8,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
03/22/2024,AQS,150030010,1,4.7,ppb,4,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
03/23/2024,AQS,150030010,1,5.3,ppb,5,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
03/24/2024,AQS,150030010,1,2.9,ppb,2,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
03/25/2024,AQS,150030010,1,6.7,ppb,6,Kapolei,22,92,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
03/26/2024,AQS,150030010,1,6.6,ppb,6,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
03/27/2024,AQS,150030010,1,4.7,ppb,4,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
03/28/2024,AQS,150030010,1,3.7,ppb,3,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
03/29/2024,AQS,150030010,1,2.5,ppb,2,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
03/30/2024,AQS,150030010,1,3.3,ppb,3,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
03/31/2024,AQS,150030010,1,13.3,ppb,12,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
04/01/2024,AQS,150030010,1,3.5,ppb,3,Kapolei,22,92,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
04/02/2024,AQS,150030010,1,5.4,ppb,5,Kapolei,23,96,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
04/03/2024,AQS,150030010,1,3.1,ppb,3,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
04/04/2024,AQS,150030010,1,3.6,ppb,3,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
04/05/2024,AQS,150030010,1,4.6,ppb,4,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
04/06/2024,AQS,150030010,1,2.9,ppb,2,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
04/07/2024,AQS,150030010,1,3.2,ppb,3,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
04/08/2024,AQS,150030010,1,5.1,ppb,5,Kapolei,22,92,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
04/09/2024,AQS,150030010,1,4.7,ppb,4,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
04/10/2024,AQS,150030010,1,8.5,ppb,8,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
04/11/2024,AQS,150030010,1,6.6,ppb,6,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
04/12/2024,AQS,150030010,1,9.1,ppb,8,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
04/13/2024,AQS,150030010,1,7.3,ppb,7,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
04/14/2024,AQS,150030010,1,17.7,ppb,16,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
04/15/2024,AQS,150030010,1,5.7,ppb,5,Kapolei,22,92,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
04/16/2024,AQS,150030010,1,14.2,ppb,13,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
04/17/2024,AQS,150030010,1,8.1,ppb,8,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
04/18/2024,AQS,150030010,1,5.7,ppb,5,Kapolei,21,88,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
04/19/2024,AQS,150030010,1,4.8,ppb,4,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
04/20/2024,AQS,150030010,1,2.4,ppb,2,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
04/21/2024,AQS,150030010,1,1.7,ppb,1,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
04/22/2024,AQS,150030010,1,2.8,ppb,2,Kapolei,22,92,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
04/23/2024,AQS,150030010,1,4.2,ppb,4,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
04/24/2024,AQS,150030010,1,6.8,ppb,6,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
04/25/2024,AQS,150030010,1,4.5,ppb,4,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
04/26/2024,AQS,150030010,1,5.9,ppb,5,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
04/27/2024,AQS,150030010,1,8.2,ppb,8,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
04/28/2024,AQS,150030010,1,6.2,ppb,6,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
04/29/2024,AQS,150030010,1,7.8,ppb,7,Kapolei,22,92,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
04/30/2024,AQS,150030010,1,5.8,ppb,5,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
05/01/2024,AQS,150030010,1,4.8,ppb,4,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
05/02/2024,AQS,150030010,1,5,ppb,5,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
05/03/2024,AQS,150030010,1,4.2,ppb,4,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
05/04/2024,AQS,150030010,1,2.8,ppb,2,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
05/05/2024,AQS,150030010,1,2.8,ppb,2,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
05/06/2024,AQS,150030010,1,3.2,ppb,3,Kapolei,22,92,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
05/07/2024,AQS,150030010,1,3.7,ppb,3,Kapolei,18,75,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
05/08/2024,AQS,150030010,1,7.9,ppb,7,Kapolei,20,83,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
05/09/2024,AQS,150030010,1,11.6,ppb,10,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
05/10/2024,AQS,150030010,1,13.1,ppb,12,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
05/11/2024,AQS,150030010,1,4.7,ppb,4,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
05/12/2024,AQS,150030010,1,3.3,ppb,3,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
05/14/2024,AQS,150030010,1,9.4,ppb,8,Kapolei,24,100,42602,Nitrogen dioxide (NO2),212,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
